Callsign,Aircraft,Departure ICAO,Destination ICAO,Contributor,AIRAC validity,Date added
N477RH,GLF6,KFOK,EDDB,Pilatus,2505,02 Jun 25
BTX6F,FA7X,EDDH,KFOK,Pilatus,2505,02 Jun 25
XAFTY,FA7X,KBGR,LEMD,Pilatus,2505,02 Jun 25
VPCBB,GLF6,LFSD,KTEB,Pilatus,2505,02 Jun 25
LXJ669,GLF6,KTEB,EGLF,Pilatus,2505,02 Jun 25
N886AJ,GLF6,LIPE,KTEB,Pilatus,2505,02 Jun 25
HUE999,GLEX,EGGW,KHPN,Pilatus,2505,02 Jun 25
LXJ462,GLF4,KHPN,EGLF,Pilatus,2505,02 Jun 25
EJM114,GLF5,KHPN,EGLF,Pilatus,2505,02 Jun 25
N28UD,GLF6,KHPN,EGGW,Pilatus,2505,02 Jun 25
N900NH,F900,KBIS,EGLF,Pilatus,2505,02 Jun 25
BOX519,B77L,VHHH,EDDP,Pilatus,2505,02 Jun 25
PGT8VF,A320,EDDB,LTFJ,Pilatus,2505,02 Jun 25
THY2CU,A321,LTBJ,LTFM,Pilatus,2505,02 Jun 25
GCK17,GLEX,EDSB,CYYT,Pilatus,2505,02 Jun 25
DLH413,A359,CYYT,EDDM,Pilatus,2505,02 Jun 25
N535RV,H25B,CYYT,BIKF,Pilatus,2505,02 Jun 25
N104AR,GA5C,TXKF,BIKF,Pilatus,2505,02 Jun 25
DCS109,GLF6,LSGG,BIKF,Pilatus,2505,02 Jun 25
N652PP,C680,KGRR,BIKF,Pilatus,2505,02 Jun 25
FNA552,BE20,BIRK,BIKF,Pilatus,2505,02 Jun 25
DHK3996,B752,EGNX,BIKF,Pilatus,2505,02 Jun 25
LXJ479,GLF4,KBED,EGGW,Pilatus,2505,02 Jun 25
N510HW,F900,KBED,EGNM,Pilatus,2505,02 Jun 25
JAS83,CL60,KBED,EDDB,Pilatus,2505,02 Jun 25
LXJ557,CL35,KBED,EGLF,Pilatus,2505,02 Jun 25
AXB005,B38M,KBFI,BIKF,Pilatus,2505,02 Jun 25
N282N,C700,KBED,EGNS,Pilatus,2505,02 Jun 25
FWXAD,A21N,EDHI,LKMT,Pilatus,2505,02 Jun 25
BAW219V,A35K,EGLL,KDEN,sam,2505,02 Jun 25
N789KH,DA62,LGIR,HEBA,Pilatus,2505,02 Jun 25
THY8WP,A321,LTFM,LTBJ,Pilatus,2505,02 Jun 25
PGT977,A320,LTFJ,EDDB,Pilatus,2505,02 Jun 25
ACA823,B77W,LEBL,CYUL,Pilatus,2505,02 Jun 25
KMM785,A20N,LTFM,LMML,Pilatus,2505,02 Jun 25
TAP1092,E195,LPPT,LEVC,Pilatus,2505,02 Jun 25
TVS3269,B738,HEMM,LKTB,Pilatus,2505,02 Jun 25
KMM7341,A20N,LEBL,LMML,Pilatus,2505,02 Jun 25
TVS3268,B738,LKTB,HEMM,Pilatus,2505,02 Jun 25
EWG79M,A321,EDDL,LPPR,Pilatus,2505,02 Jun 25
