Callsign,Aircraft,Departure ICAO,Destination ICAO,Contributor,AIRAC validity,Date added
ECA4US,C25C,LEMG,EIDW,Pilatus,2507,06 Aug 25
N22UB,C25C,LSZL,EGBJ,Pilatus,2507,06 Aug 25
N955AA,C25B,BIRK,CYQX,Pilatus,2507,06 Aug 25
N504WV,GA5C,KMKE,EINN,Pilatus,2507,06 Aug 25
FHM1072,A320,LGIR,EDDP,Pilatus,2507,06 Aug 25
RYR99DY,B738,EGSS,EVRA,Pilatus,2507,06 Aug 25
RYR2869,B738,EVRA,ENTO,Pilatus,2507,06 Aug 25
FHM1071,A320,EDDP,LGIR,Pilatus,2507,06 Aug 25
RYR11GY,B738,EVRA,EGSS,Pilatus,2507,06 Aug 25
AHY6731,B77L,UBBB,KADW,Pilatus,2507,06 Aug 25
AHY4733,B763,UBBB,KADW,Pilatus,2507,06 Aug 25
N224W,S22T,EGTK,ZZZZ,Pilatus,2507,06 Aug 25
N986JT,S22T,EGJJ,EGPT,Pilatus,2507,06 Aug 25
N214MW,S22T,LFKC,LFDH,Pilatus,2507,06 Aug 25
N666AJ,SR22,EDKB,LFMQ,Pilatus,2507,06 Aug 25
N224CE,SR22,EGSX,LFRG,Pilatus,2507,06 Aug 25
N138CR,SR22,LSGC,LSZB,Pilatus,2507,06 Aug 25
PCH70F,PC12,BIRK,BGBW,Pilatus,2507,06 Aug 25
N850WT,TBM8,EHRD,LFBU,Pilatus,2507,06 Aug 25
AMQ365,A321,LGSA,EPPO,Pilatus,2507,06 Aug 25
AMQ362,A321,EPKT,LGSA,Pilatus,2507,06 Aug 25
AFR12XH,A320,LFPG,LGAV,Pilatus,2507,06 Aug 25
AFR22ZB,A320,LFPG,GMME,Pilatus,2507,06 Aug 25
UAE112,B77W,LHBP,OMDB,Pilatus,2507,06 Aug 25
KAY53,A319,LIRI,EDDM,Pilatus,2507,06 Aug 25
N90MC,F2TH,EINN,KDTW,Pilatus,2507,06 Aug 25
N81YY,TBM9,LQBK,EDJA,Pilatus,2507,06 Aug 25
N73AF,GLEX,KTEB,EPPO,Pilatus,2507,06 Aug 25
N724AM,GLEX,LTBA,LTFE,Pilatus,2507,06 Aug 25
N71Z,GA7C,KDEN,LFMN,Pilatus,2507,06 Aug 25
TWY202,GLEX,KACK,EYVI,Pilatus,2507,06 Aug 25
JNY588A,GLF5,KTEB,LPCS,Pilatus,2507,06 Aug 25
N48FB,F2TH,EINN,CYYR,Pilatus,2507,06 Aug 25
N501PC,CL60,EDDS,LIEO,Pilatus,2507,06 Aug 25
N450L,GLF4,LIEO,LIEA,Pilatus,2507,06 Aug 25
N200LX,F2TH,LEIB,LEMD,Pilatus,2507,06 Aug 25
TBJ25,GL7T,LICC,LICJ,Pilatus,2507,06 Aug 25
EJM180,GLEX,LFRG,EHAM,Pilatus,2507,06 Aug 25
N1454H,GLF6,LGMK,LDDU,Pilatus,2507,06 Aug 25
TWY131,GLF6,EGSS,OENN,Pilatus,2507,06 Aug 25
