Callsign,Aircraft,Departure ICAO,Destination ICAO,Contributor,AIRAC validity,Date added
RYR26RQ,B738,LFOB,GMME,hugoflying,2510,07 Oct 25
RYR993E,B738,LFOB,LEMD,hugoflying,2510,07 Oct 25
WMT4JG,A21N,LFOB,LIMC,hugoflying,2510,07 Oct 25
WMT312,A20N,LFOB,LRIA,hugoflying,2510,07 Oct 25
RYR6HZ,B738,LFOB,EPPO,hugoflying,2510,07 Oct 25
RYR729V,B738,LFOB,EVRA,hugoflying,2510,07 Oct 25
RYR252J,B38M,LFOB,LRIA,hugoflying,2510,07 Oct 25
RYR68CK,B38M,LFOB,LICC,hugoflying,2510,07 Oct 25
RYR7731,B38M,LFOB,EICK,hugoflying,2510,07 Oct 25
AFR17VE,A320,LFBO,LFPO,amioman,2510,07 Oct 25
SWR161,B77W,RJAA,LSZH,jessy0506,2510,07 Oct 25
ETD859,A320,URSS,OMAA,jessy0506,2510,07 Oct 25
QTR809,A359,RJAA,OTHH,jessy0506,2510,07 Oct 25
EZY21KH,A320,LEPA,EGGP,Pilatus,2510,07 Oct 25
EZY35BF,A320,EGGP,LEPA,Pilatus,2510,07 Oct 25
TAP1549,A321,LPPT,GVAC,Pilatus,2510,07 Oct 25
THY8UD,A321,LYBE,LTFM,Pilatus,2510,07 Oct 25
THY409,A321,LTFM,UUWW,Pilatus,2510,07 Oct 25
THY46V,A321,LTFM,LYBE,Pilatus,2510,07 Oct 25
N607D,GLF4,KRIC,LSGG,Pilatus,2510,07 Oct 25
RYR8MX,B738,LIMC,LFOB,Krown,2510,07 Oct 25
VDA7644,A124,HECA,GMFB,jtwright93,2510,07 Oct 25
THY7UL,A321,UGSB,LTFM,Pilatus,2510,07 Oct 25
THY4BM,A321,LDDU,LTFM,Pilatus,2510,07 Oct 25
FIN10Y,A359,EFHK,EGLL,Pilatus,2510,07 Oct 25
DAL1390,BCS1,KORD,KLGA,Pilatus,2510,07 Oct 25
SIA352,A359,WSSS,EKCH,Pilatus,2510,07 Oct 25
THY3ZU,A321,LTFM,LDDU,Pilatus,2510,07 Oct 25
THY5MN,A321,LTFM,UGSB,Pilatus,2510,07 Oct 25
THY4HZ,A321,LTFM,LHBP,Pilatus,2510,07 Oct 25
N646VL,PC12,EDWC,EDML,Pilatus,2510,07 Oct 25
N178MH,PC12,EGTN,ZZZZ,Pilatus,2510,07 Oct 25
N940DD,TBM9,EGLK,EGNT,Pilatus,2510,07 Oct 25
N81YY,TBM9,LPHR,LPPR,Pilatus,2510,07 Oct 25
N67BP,TBM9,LFRS,LJPZ,Pilatus,2510,07 Oct 25
N27RJ,TBM9,EGMD,EGGP,Pilatus,2510,07 Oct 25
N124AL,TBM9,LFMD,LFMP,Pilatus,2510,07 Oct 25
VAJ99K,B737,OJAM,LIPO,Pilatus,2510,07 Oct 25
MSEXY,E35L,LIML,LLBG,Pilatus,2510,07 Oct 25
N737GG,B738,LFPB,OEJN,Pilatus,2510,07 Oct 25
