Callsign,Aircraft,Departure ICAO,Destination ICAO,Contributor,AIRAC validity,Date added
CGFJX,FA10,CYYR,BGSF,11201,2509,16 Sep 25
DIRAS,HDJT,BGSF,BIRK,11201,2509,16 Sep 25
TFL9001,A320,EHAM,BGSF,11201,2509,16 Sep 25
OEIDN,A319,EINN,EINN,11201,2509,16 Sep 25
N919PE,GLF6,EKCH,VTBD,11201,2509,16 Sep 25
HKC393,A332,LHBP,VHHH,11201,2509,16 Sep 25
TAG22,GA7C,EKAH,VHHH,11201,2509,16 Sep 25
A6EFI,FA7X,OMDB,EGGW,11201,2509,16 Sep 25
RDA4323,IL62,UMIO,OMDW,11201,2509,16 Sep 25
GJW55TI,A319,LTBA,OMDW,11201,2509,16 Sep 25
N20TM,B737,OMDW,EGMC,11201,2509,16 Sep 25
EJU41AE,A320,ELLX,LPPR,11201,2509,16 Sep 25
EJU47XL,A319,EGKK,LFLL,11201,2509,16 Sep 25
PSSRN,GLF5,LFPB,SBJH,11201,2509,16 Sep 25
EJU47DF,A319,LFLL,EGKK,11201,2509,16 Sep 25
ENT7226,B738,HEMA,EPGD,11201,2509,16 Sep 25
RYR87BA,B738,LIMF,LICR,11201,2509,16 Sep 25
THY8TG,A321,EDDN,LTFM,11201,2509,16 Sep 25
EJU96AV,A320,LPPR,ELLX,11201,2509,16 Sep 25
EXS43UN,B738,EGSS,LGKO,11201,2509,16 Sep 25
EJU316Y,A319,LFBO,LFLL,11201,2509,16 Sep 25
ENT7225,B738,EPGD,HEMA,11201,2509,16 Sep 25
EJU575C,A319,LFLL,LFBO,11201,2509,16 Sep 25
EZS26PY,A320,LSGG,HESX,11201,2509,16 Sep 25
EJU3984,A20N,HESX,LIMC,11201,2509,16 Sep 25
MSC551,E190,HEGN,LZIB,11201,2509,16 Sep 25
BAW291,B788,EGLL,KIAD,11201,2509,16 Sep 25
THY2TK,A321,LTFM,EDDN,11201,2509,16 Sep 25
THY7AT,A333,EDDL,LTFM,11201,2509,16 Sep 25
MSC921,A20N,HESH,ULLI,11201,2509,16 Sep 25
GMEDY,PC12,LSZB,EGNR,11201,2509,16 Sep 25
MSR844,B738,DTTA,HECA,11201,2509,16 Sep 25
CFG8DC,B753,EDDF,LEPA,11201,2509,16 Sep 25
ETD3RH,B78X,EGCC,OMAA,11201,2509,16 Sep 25
SME121,C680,HECA,LTFJ,11201,2509,16 Sep 25
GMEDY,PC12,EGKB,LSZB,11201,2509,16 Sep 25
MSR951,B789,HECA,ZSPD,11201,2509,16 Sep 25
DLH4KV,A319,EDDP,EDDF,11201,2509,16 Sep 25
PBR750,C750,CYFB,EGTE,11201,2509,16 Sep 25
WZZ10KB,A21N,LHBP,LBBG,11201,2509,16 Sep 25
