Callsign,Aircraft,Departure ICAO,Destination ICAO,Contributor,AIRAC validity,Date added
JDI7MP,C172,LEBB,LFMN,11201,2508,19 Aug 25
KAY51,A319,KFOK,EINN,11201,2508,19 Aug 25
N7156X,FA6X,EINN,KPSM,11201,2508,19 Aug 25
KRH646,A21N,KADW,EGPF,11201,2508,19 Aug 25
CGGVI,GLF6,VRMM,EGSS,11201,2508,19 Aug 25
VHLEF,GLEX,LDSP,OMDW,11201,2508,19 Aug 25
RYR82T,B38M,KBFI,EIDW,11201,2508,19 Aug 25
CCA080,A21N,EDHI,UACC,11201,2508,19 Aug 25
EZS14TK,A320,LFSB,LHBP,11201,2508,19 Aug 25
RUK27FY,B738,EPWR,EGPH,11201,2508,19 Aug 25
EWG1YB,A319,EDDB,EDDS,11201,2508,19 Aug 25
VKG1047,A321,LGSK,LGKV,11201,2508,19 Aug 25
RUK1159,B738,EGPH,EPWR,11201,2508,19 Aug 25
TUI847,B738,LPMA,EDDM,11201,2508,19 Aug 25
EWG29Z,A319,EDDS,EDDB,11201,2510,19 Aug 25
RUK22HX,B738,EKCH,EGPH,11201,2508,19 Aug 25
AFR58KN,A321,LEMD,LFPG,11201,2508,19 Aug 25
FDB1405,B738,OMDB,LHBP,11201,2508,19 Aug 25
EWG2947,A319,LQMO,EDDS,11201,2508,19 Aug 25
THY6GE,A320,LTFE,LTFM,11201,2508,19 Aug 25
RUK44TC,B738,EGPH,EKCH,11201,2508,19 Aug 25
AFR1600,A321,LFPG,LEMD,11201,2508,19 Aug 25
EWG1WZ,A319,EDDS,LQMO,11201,2508,19 Aug 25
TAP89WT,A339,LPPT,LPMA,11201,2508,19 Aug 25
EWG7535,A320,LEJR,EDDH,11201,2508,19 Aug 25
RWL1731,SIRA,ETNG,EDLN,11201,2508,19 Aug 25
RWL1731,SIRA,EDDK,ETNG,11201,2508,19 Aug 25
RWL1731,SIRA,EDLN,EDDK,11201,2508,19 Aug 25
TAP575,A21N,EDDF,LPPT,11201,2508,19 Aug 25
CFG2HL,A320,EDDL,LGKR,11201,2508,19 Aug 25
DLH712,A359,EDDF,RKSI,11201,2508,19 Aug 25
AEZ2993,E190,EPLB,LIRF,11201,2508,19 Aug 25
AEZ2992,E190,LIRF,EPLB,11201,2508,19 Aug 25
ITY1460,A20N,LIPZ,LIRF,11201,2508,19 Aug 25
AEE491,A320,LFRG,LGIR,11201,2508,19 Aug 25
AEE242,A320,LGAV,LGSM,11201,2508,19 Aug 25
AEE896,A20N,LGAV,UGTB,11201,2508,19 Aug 25
LVCCW,CL60,SEGU,SADF,quiquem,2508,18 Aug 25
ITY1606,A320,LIBD,LIRF,Volarium,2508,18 Aug 25
ITY1607,A320,LIRF,LIBD,Volarium,2508,18 Aug 25
