Callsign,Aircraft,Departure ICAO,Destination ICAO,Contributor,AIRAC validity,Date added
N444WT,GL7T,EGLF,KSBD,Pilatus,2506,28 Jun 25
CMB544,B763,EKBI,KBWI,Pilatus,2506,28 Jun 25
CLY747,GA6C,EGTK,EGJJ,Pilatus,2506,28 Jun 25
N330RW,GLF4,LEPA,KBGR,Pilatus,2506,28 Jun 25
N311WM,GLF6,LSGG,LIML,Pilatus,2506,28 Jun 25
N23PA,GA6C,LEIB,KBFI,Pilatus,2506,28 Jun 25
N226MK,C441,LFOZ,LFIL,Pilatus,2506,28 Jun 25
RYR87XX,A320,EDSB,LEPA,FOMA,2506,28 Jun 25
N2012C,GA6C,LTBA,KSAV,Pilatus,2506,28 Jun 25
TWY292,GLF6,LIPZ,KLAX,Pilatus,2506,28 Jun 25
N1956M,GLF5,KTEB,LGKR,Pilatus,2506,28 Jun 25
N183T,GA6C,EGSS,KDLH,Pilatus,2506,28 Jun 25
N18NY,GA5C,KTEB,EGGW,Pilatus,2506,28 Jun 25
RSX8521,B738,HEGN,LSZH,FOMA,2506,28 Jun 25
EXS85RM,A21N,LGKO,EGCC,FOMA,2506,28 Jun 25
EXS38W,A21N,EGCC,LGKO,FOMA,2506,28 Jun 25
RYR104D,A320,LEPA,EDSB,FOMA,2506,28 Jun 25
EWG9A,A320,LEPA,EDDL,FOMA,2506,28 Jun 25
RYR5XY,A320,LEST,LEPA,FOMA,2506,28 Jun 25
KLM427,B77W,EHAM,OMDB,FOMA,2506,28 Jun 25
EWG9580,A320,EDDL,LEPA,FOMA,2506,28 Jun 25
EZY95PU,A320,LTBS,EGBB,FOMA,2506,28 Jun 25
RYR17WV,A320,LEPA,LEST,FOMA,2506,28 Jun 25
TUI6PB,B738,EDDF,GCLP,FOMA,2506,28 Jun 25
MGH612,B77W,EDDL,LTAI,FOMA,2506,28 Jun 25
FIE7461,A20N,UDYZ,HESH,FOMA,2506,28 Jun 25
TAP016,A21N,SBRF,LPPT,FOMA,2506,28 Jun 25
EZY64CZ,A320,EGBB,LTBS,FOMA,2506,28 Jun 25
MSR2767,B738,HECA,LEBL,FOMA,2506,28 Jun 25
MSC3103,A320,HECA,LEMD,FOMA,2506,28 Jun 25
THY7QJ,A321,LTCG,LTFM,FOMA,2506,28 Jun 25
VOZ9946,B738,YBBN,NFFN,Dylstar21,2506,28 Jun 25
ENY9877,E170,KHXD,KATL,Pilatus,2506,28 Jun 25
DLH1YM,A320,EDDF,EDDV,100_above,2506,27 Jun 25
LGL8022,DH8D,LFPG,ELLX,CEARAAAAAAA,2506,27 Jun 25
LGL38D,B738,LIBD,ELLX,CEARAAAAAAA,2506,27 Jun 25
LGL338C,B737,LEMD,ELLX,CEARAAAAAAA,2506,27 Jun 25
AFR93MF,A321,LFPG,LFLL,amioman,2506,27 Jun 25
EXS49YF,A21N,EGCC,LGIR,FOMA,2506,27 Jun 25
WAZ85GG,A321,LRBS,OMAA,FOMA,2506,27 Jun 25
