Callsign,Aircraft,Departure ICAO,Destination ICAO,Contributor,AIRAC validity,Date added
VJH713,E35L,EGGW,HECA,jtwright93,2509,13 Sep 25
WZZ5RV,A321,EPGD,ENGM,jtwright93,2509,13 Sep 25
AFR1225,BCS3,LPPT,LFPG,jessy0506,2509,13 Sep 25
EJU1712,A320,GCTS,LFMN,jtwright93,2509,13 Sep 25
JAF8AE,B38M,GCFV,EBBR,jtwright93,2509,13 Sep 25
JAF8AE,B38M,GCRR,GCFV,jtwright93,2509,13 Sep 25
JAF8AE,B38M,EBBR,GCRR,jtwright93,2510,13 Sep 25
EXS37LV,A21N,LDSP,EGCC,jtwright93,2509,13 Sep 25
THY4DW,A21N,LTFM,LEMG,jtwright93,2509,13 Sep 25
EJU73ME,A320,LFMN,GCTS,jtwright93,2509,13 Sep 25
EXS82T,A21N,EGCC,LDSP,jtwright93,2509,13 Sep 25
MSR985,B77W,HECA,KJFK,jtwright93,2509,13 Sep 25
MSR987,B789,HECA,KEWR,jtwright93,2509,13 Sep 25
MSC2910,A20N,HEGN,LFSB,jtwright93,2509,13 Sep 25
N244JE,FA7X,SABE,GCTS,jtwright93,2509,13 Sep 25
EWG7GM,A320,LEPA,EDDM,jtwright93,2509,13 Sep 25
UAL900,B772,EGLL,KSFO,jtwright93,2509,13 Sep 25
AFR31ZR,A320,LGSR,LFPG,jtwright93,2509,13 Sep 25
AFR16QK,A320,LFPG,LGSR,jtwright93,2509,13 Sep 25
UAE56W,B77W,OMDB,EBBR,jtwright93,2509,13 Sep 25
IRA758,A332,LTBJ,OIIE,jtwright93,2509,13 Sep 25
KLM9862,B78X,KCHS,EHAM,jtwright93,2509,13 Sep 25
PRSVN,FA7X,GCLP,SBGR,jtwright93,2509,13 Sep 25
PSRSM,GLF6,LFPB,SBJH,jtwright93,2509,13 Sep 25
TUI2149,A320,GCFV,EDDV,jtwright93,2509,13 Sep 25
TUI2148,A320,EDDV,GCFV,jtwright93,2509,13 Sep 25
TFL91P,A320,EHAM,EDDV,jtwright93,2509,13 Sep 25
AFR500,B77W,LFPG,SPJC,jtwright93,2509,13 Sep 25
AFR476,B772,LFPG,SBSV,jtwright93,2509,13 Sep 25
JST53,B788,YBBN,RKSI,F6Jordan,2509,13 Sep 25
MLEAD,FA7X,VGHS,RKSI,F6Jordan,2509,13 Sep 25
SWR122,A343,LSZH,RKSI,F6Jordan,2509,13 Sep 25
VPCOR,GA7C,KLAX,RKSI,F6Jordan,2509,13 Sep 25
UAL144,B752,KEWR,LPPR,Pilatus,2509,13 Sep 25
UAL1483,A21N,KSAN,KDEN,Pilatus,2509,12 Sep 25
ETD815,B789,RJBB,OMAA,jessy0506,2509,12 Sep 25
ETD7JD,A321,OPIS,OMAA,jessy0506,2509,12 Sep 25
UAL3897,B738,KRFD,KORD,Pilatus,2509,12 Sep 25
ENY4089,E170,KTYS,KMIA,Pilatus,2509,12 Sep 25
UAL2088,A21N,TJSJ,KORD,dx73790,2509,12 Sep 25
