Callsign,Aircraft,Departure ICAO,Destination ICAO,Contributor,AIRAC validity,Date added
DAL9936,A21N,EDHI,EHAM,11201,2509,10 Sep 25
IGO9002,A21N,LFBO,OMAA,11201,2509,10 Sep 25
AEE4162,A320,LGTS,EPWR,11201,2509,10 Sep 25
AEE4163,A320,EPWR,LGTS,11201,2509,10 Sep 25
AEE4244,A320,LGIR,EPKK,11201,2509,10 Sep 25
AEE4245,A320,EPKK,LGIR,11201,2509,10 Sep 25
AEE4560,A320,LGSA,EPWR,11201,2509,10 Sep 25
AEE4561,A320,EPWR,LGSA,11201,2509,10 Sep 25
N47EG,F900,EGGW,KOQU,Pilatus,2509,10 Sep 25
TKJ2DW,A320,LQSA,LTFJ,Pilatus,2509,10 Sep 25
THY70U,B738,LTCJ,LTFM,Pilatus,2509,10 Sep 25
EZY23RJ,A319,EGKK,LFRN,Pilatus,2509,10 Sep 25
MNSTR,GL7T,HECA,LSZH,Pilatus,2509,10 Sep 25
PCH64A,PC12,EGPK,BIRK,Pilatus,2509,10 Sep 25
MSC914,A20N,USPP,HESH,Pilatus,2509,10 Sep 25
MSC913,A20N,HESH,USPP,Pilatus,2509,10 Sep 25
IBE07CB,A20N,LEMD,EGLL,Pilatus,2509,10 Sep 25
IBE06LZ,A20N,LIRF,LEMD,Pilatus,2509,10 Sep 25
ELY571,B738,LLBG,LROP,Pilatus,2509,10 Sep 25
ELY383,B739,LLBG,LIRF,Pilatus,2509,10 Sep 25
LVKAX,GLF5,ELLX,GVAC,Pilatus,2509,10 Sep 25
LVJQW,GLF4,SBBE,LEMG,Pilatus,2509,10 Sep 25
TOR800,CL60,BIKF,KATL,Pilatus,2509,10 Sep 25
LVJQW,GLF4,SEGU,SBBE,quiquem,2509,10 Sep 25
ELY5119,B738,LLBG,EPKK,Pilatus,2509,10 Sep 25
N2832B,TEX2,BGGH,BIKF,Pilatus,2509,10 Sep 25
N950X,FA7X,OKKK,BIKF,Pilatus,2509,10 Sep 25
N600ZR,E550,BIKF,BIRK,Pilatus,2509,10 Sep 25
KING2,BE20,BIKF,BIRK,Pilatus,2509,10 Sep 25
GRB86,GLF3,CYYT,EINN,Pilatus,2509,10 Sep 25
DO1091,E190,CYYT,BIKF,Pilatus,2509,10 Sep 25
N940DD,TBM9,CYYR,BGGH,Pilatus,2509,10 Sep 25
N906AG,C208,CYYR,BIRK,Pilatus,2509,10 Sep 25
MLM712,B735,BKPR,LEMD,Pilatus,2509,10 Sep 25
MLM567,A319,EGGW,OERK,Pilatus,2509,10 Sep 25
DAL9936,A21N,EDHI,EHAM,Pilatus,2509,10 Sep 25
N394WJ,GLEX,KDAL,EGNR,Pilatus,2509,10 Sep 25
N707J,B737,EDDF,KAUS,Pilatus,2509,10 Sep 25
EJM316,GLF5,LIML,KPHL,Pilatus,2509,10 Sep 25
AZE152R,E50P,EDDM,EDRZ,Pilatus,2509,10 Sep 25
