Callsign,Aircraft,Departure ICAO,Destination ICAO,Contributor,AIRAC validity,Date added
PVA1786,GLEX,LIEO,KFOK,Pilatus,2507,26 Jul 25
EJM773,GLF6,EGSS,KFOK,Pilatus,2507,26 Jul 25
GCK40,CL35,KBGR,LOWK,Pilatus,2507,26 Jul 25
SWW1C,GLEX,EGGW,KBGR,Pilatus,2507,26 Jul 25
HBJFQ,FA7X,KBED,LFSB,Pilatus,2507,26 Jul 25
TWY33,GLF6,EDDB,KBED,Pilatus,2507,26 Jul 25
QQE761,GLF6,KMSP,EGNX,Pilatus,2507,26 Jul 25
EJM652,GLF6,LFML,KUGN,Pilatus,2507,26 Jul 25
N600RH,GA6C,KMDW,LFPB,Pilatus,2507,26 Jul 25
AWC563Y,A21N,EGSS,KPAE,Pilatus,2507,26 Jul 25
LXJ1361,GLF6,KHPN,EGLF,Pilatus,2507,26 Jul 25
N943MR,F900,KPWM,LJLJ,Pilatus,2507,26 Jul 25
N624CS,S22T,LSGS,LFAT,Pilatus,2507,26 Jul 25
N33DR,PC12,EBAW,LSZC,Pilatus,2507,26 Jul 25
N940RW,TBM9,LEST,EBAW,Pilatus,2507,26 Jul 25
N700QT,TBM7,LFKF,LFTF,Pilatus,2507,26 Jul 25
N616CM,TBM8,EGPA,EGAA,Pilatus,2507,26 Jul 25
N53MT,TBM9,EGAA,BIRK,Pilatus,2507,26 Jul 25
N1J,TBM9,EKVG,LFAT,Pilatus,2507,26 Jul 25
KNT911,LJ45,BIKF,CYFB,Pilatus,2507,26 Jul 25
KAY58,GL7T,LDDU,EGKB,Pilatus,2507,26 Jul 25
KAY53,A319,LICT,CYYZ,Pilatus,2507,26 Jul 25
EJM979,GLEX,LFMN,KBDL,Pilatus,2507,26 Jul 25
N963JP,GLEX,LFTH,LFML,Pilatus,2507,26 Jul 25
N96BR,GLF6,KBWI,LPBJ,Pilatus,2507,26 Jul 25
N950MP,GLEX,LFML,LIPH,Pilatus,2510,26 Jul 25
N766DL,PC12,ETSI,EGLD,Pilatus,2507,26 Jul 25
N721K,GA7C,LFMV,KMSP,Pilatus,2507,26 Jul 25
N717WW,GA5C,KMDT,LIRI,Pilatus,2507,26 Jul 25
N699KR,GLF5,EGGW,EPWA,Pilatus,2507,26 Jul 25
N626JJ,GLEX,KTEB,EDDK,Pilatus,2507,26 Jul 25
EJM51,GLF5,LDSP,LDDU,Pilatus,2507,26 Jul 25
N492CA,C700,EHAM,KPQI,Pilatus,2507,26 Jul 25
N48FB,F2TH,KBGR,EINN,Pilatus,2507,26 Jul 25
N431HM,DC3,LFRK,EICK,Pilatus,2507,26 Jul 25
N21FS,BE18,LFOH,EICK,Pilatus,2507,26 Jul 25
N184KP,BE18,LFOH,EICK,Pilatus,2507,26 Jul 25
N223CM,BE18,LFOH,EICK,Pilatus,2507,26 Jul 25
N219GX,GLEX,KFRG,LIRP,Pilatus,2507,26 Jul 25
N18NN,GLEX,LGMK,LFBZ,Pilatus,2507,26 Jul 25
