Callsign,Aircraft,Departure ICAO,Destination ICAO,Contributor,AIRAC validity,Date added
T7PMM,GL7T,GVAC,KBED,Pilatus,2510,14 Oct 25
OCN52,A332,EDDF,KMSP,Pilatus,2510,14 Oct 25
BAW811N,A21N,EKCH,EGLL,Pilatus,2510,14 Oct 25
N449MT,GLF6,KMSP,EIDW,Pilatus,2510,14 Oct 25
GLMHA,GLEX,EGNT,KGRR,Pilatus,2510,14 Oct 25
VJT915,GLEX,KDPA,LPFR,Pilatus,2510,14 Oct 25
LCO1512,B763,EBBR,GVAC,Pilatus,2510,14 Oct 25
QQE601,GA7C,KSEA,OMDW,Pilatus,2510,14 Oct 25
N35RF,GALX,KPAE,BGSF,Pilatus,2510,14 Oct 25
N214MW,S22T,LFDH,LFLY,Pilatus,2510,14 Oct 25
N960PC,TBM9,LFPB,BIRK,Pilatus,2510,14 Oct 25
N940XX,TBM9,LSZA,LIRU,Pilatus,2510,14 Oct 25
N940DM,TBM9,EGTK,LSGG,Pilatus,2510,14 Oct 25
N700VB,TBM7,EDDH,LFMD,Pilatus,2510,14 Oct 25
N500RW,TBM8,LSZH,LSGS,Pilatus,2510,14 Oct 25
N1J,TBM9,LFPN,LFAT,Pilatus,2510,14 Oct 25
CGDTD,CRJ2,CYYR,BIKF,Pilatus,2510,14 Oct 25
N975CB,GA5C,EGLF,KTEB,Pilatus,2510,14 Oct 25
N924TC,GA5C,LIPZ,LIRQ,Pilatus,2510,14 Oct 25
N919FG,GL7T,KCMI,EGSS,Pilatus,2510,14 Oct 25
N9SC,GA5C,LIRQ,KBGR,Pilatus,2510,14 Oct 25
PCH8B,PC24,EINN,LSZR,Pilatus,2510,14 Oct 25
N777KQ,GL7T,LDSP,KLAS,Pilatus,2510,14 Oct 25
N776EE,E550,LKPR,LICC,Pilatus,2510,14 Oct 25
CMB587,B744,EBLG,KNZY,Pilatus,2510,14 Oct 25
N73ZZ,GLF5,EGGW,HECA,Pilatus,2510,14 Oct 25
N699KR,GLF5,KPBI,LFSD,Pilatus,2510,14 Oct 25
NCR869,B744,LBSF,ENGM,Pilatus,2510,14 Oct 25
N650EB,GLF6,KSAN,LIMZ,Pilatus,2510,14 Oct 25
N60BJ,GLEX,EHRD,LTBA,Pilatus,2510,14 Oct 25
N527AC,GA6C,LIRS,KGRR,Pilatus,2510,14 Oct 25
N500RW,TBM8,LSGG,LSZH,Pilatus,2510,14 Oct 25
N50LB,F900,KBGR,LIMC,Pilatus,2510,14 Oct 25
N5LM,C25M,EKRK,EKEB,Pilatus,2510,14 Oct 25
N497RB,B350,EGJB,LOWS,Pilatus,2510,14 Oct 25
N47EG,F900,KMMU,EINN,Pilatus,2510,14 Oct 25
N445SK,GLEX,LATI,LFSB,Pilatus,2510,14 Oct 25
OAE3647,B763,LDDU,KAFW,Pilatus,2510,14 Oct 25
N344RS,GLF5,EBBR,KIAD,Pilatus,2510,14 Oct 25
WWI32,GLEX,LFPB,KDEN,Pilatus,2510,14 Oct 25
