Callsign,Aircraft,Departure ICAO,Destination ICAO,Contributor,AIRAC validity,Date added
LGL532,DH8D,LIEE,ELLX,sam,2506,15 Jun 25
MFX5501,A320,UTTT,LFPG,sam,2506,15 Jun 25
LVKLE,GL5T,LFPM,LEPA,sam,2506,15 Jun 25
DLH1YF,A20N,EDDP,EDDF,sam,2506,15 Jun 25
LVKAX,GLF5,LEMD,LFMN,sam,2506,15 Jun 25
LGL531,DH8D,ELLX,LIEE,sam,2506,15 Jun 25
BAW22E,B772,KBNA,EGLL,sam,2506,15 Jun 25
BAW2LJ,B772,KBWI,EGLL,sam,2506,15 Jun 25
BAW2273,B772,EGKK,KJFK,sam,2506,15 Jun 25
BAW2039,B772,EGKK,KMCO,sam,2506,15 Jun 25
BAW2203,B772,EGKK,MMUN,sam,2506,15 Jun 25
BAW9170,B772,EGKK,EGFF,sam,2506,15 Jun 25
BAW2067,B772,EGKK,DGAA,sam,2506,15 Jun 25
BAW12J,B772,EGKK,KTPA,sam,2506,15 Jun 25
AAL2065,A321,KSAN,KORD,Pilatus,2506,15 Jun 25
BAW2279,B772,EGKK,CYVR,sam,2506,15 Jun 25
BAW17PA,B772,EGKK,TAPA,sam,2506,15 Jun 25
BAW43C,B772,EGKK,KMCO,sam,2506,15 Jun 25
BAW2239,B772,EGKK,TTPP,sam,2506,15 Jun 25
VIR811P,A35K,EGPH,EGCC,sam,2506,15 Jun 25
VIR85,A333,EGCC,KLAS,sam,2506,15 Jun 25
PGT36CP,A320,LTFJ,EGSS,sam,2506,15 Jun 25
DLH98H,A321,LPPT,EDDM,sam,2506,15 Jun 25
FHM6128,A320,LGRP,EDLP,sam,2506,15 Jun 25
RYR6RL,B38M,LIPE,LMML,sam,2506,15 Jun 25
RYR2FP,A320,EDHL,LEPA,sam,2506,15 Jun 25
TUI847,B738,LPMA,EDDM,sam,2506,15 Jun 25
RYR5394,B738,LEZL,GCFV,sam,2506,15 Jun 25
AFR378P,B772,LFPG,KDTW,sam,2506,15 Jun 25
RYR6DU,B738,LEZL,LEMH,sam,2506,15 Jun 25
RYR76AA,B738,GCFV,LEZL,sam,2506,15 Jun 25
ETD58B,B78X,OMAA,EHAM,sam,2506,15 Jun 25
AIC127,B77W,LOWW,KORD,sam,2506,15 Jun 25
TUI51D,B738,EDDM,LPMA,sam,2506,15 Jun 25
JBU8975,BCS3,KBOS,LFPB,sam,2506,15 Jun 25
WAZ85GG,A321,LRBS,OMAA,sam,2506,15 Jun 25
EXS73F,B738,LMML,EGPH,sam,2506,15 Jun 25
BAW19N,B772,EGLL,TXKF,sam,2506,15 Jun 25
RYR9505,B738,LEMH,LEZL,sam,2506,15 Jun 25
EAF772,B734,LHBP,LBBG,sam,2506,15 Jun 25
