,precision,recall,f1-score,support
cancelled,0.8769874476987448,0.3034163288940359,0.4508496450849645,3454.0
late,0.7791294809792092,0.8918502454057756,0.8316879108012454,35044.0
on_time,0.9138763654507547,0.8702823784957915,0.8915467860402452,58928.0
accuracy,0.857943464783528,0.857943464783528,0.857943464783528,0.857943464783528
macro avg,0.8566644313762363,0.6885163175985344,0.7246947806421518,97426.0
weighted avg,0.8641002877986261,0.857943464783528,0.8543917930328853,97426.0
