,precision,recall,f1-score,support
cancelled,0.0,0.0,0.0,3454.0
late,0.7207461983081541,0.8290720237415821,0.7711233494791321,35044.0
on_time,0.8758119583296857,0.8488664132500678,0.8621286936738968,58928.0
accuracy,0.8116519204319176,0.8116519204319176,0.8116519204319176,0.8116519204319176
macro avg,0.5321860522126133,0.55931281233055,0.5444173477176762,97426.0
weighted avg,0.7889852488448944,0.8116519204319176,0.7988295354418953,97426.0
