,precision,recall,f1-score,support
cancelled,0.6024955436720143,0.09785755645628257,0.1683686176836862,3454.0
late,0.731097367198768,0.853412852414108,0.7875340680175377,35044.0
on_time,0.8915972693806069,0.846660331251697,0.8685479518827359,58928.0
accuracy,0.8225422371851456,0.8225422371851456,0.8225422371851456,0.8225422371851456
macro avg,0.7417300600837965,0.5993102467073625,0.6081502125279866,97426.0
weighted avg,0.823616279371186,0.8225422371851456,0.8145842259112752,97426.0
