,precision,recall,f1-score,support
cancelled,0.8553157474020784,0.30978575564562827,0.45483528161530284,3454.0
late,0.7793609455601743,0.8881120876612258,0.8301901891221425,35044.0
on_time,0.9123770914457424,0.8707745044800435,0.8910904844185501,58928.0
accuracy,0.8571223287418143,0.8571223287418143,0.8571223287418143,0.8571223287418143
macro avg,0.8490179281359983,0.6895574492622991,0.7253719850519985,97426.0
weighted avg,0.8625083941909986,0.8571223287418143,0.8537183720578895,97426.0
