_id,id,airline-code,airline-name,flightLegs-aircraft-ownerAirlineCode,flightLegs-aircraft-typeCode,flightLegs-arrivalInformation-airport-city-country-areaCode,flightLegs-arrivalInformation-airport-city-country-code,flightLegs-arrivalInformation-airport-city-country-name,flightLegs-arrivalInformation-airport-code,flightLegs-arrivalInformation-airport-location-latitude,flightLegs-arrivalInformation-airport-location-longitude,flightLegs-arrivalInformation-times-actual,flightLegs-arrivalInformation-times-actualTouchDownTime,flightLegs-arrivalInformation-times-estimated-value,flightLegs-arrivalInformation-times-latestPublished,flightLegs-arrivalInformation-times-scheduled,flightLegs-departureInformation-airport-city-country-areaCode,flightLegs-departureInformation-airport-city-country-code,flightLegs-departureInformation-airport-city-country-name,flightLegs-departureInformation-airport-code,flightLegs-departureInformation-airport-location-latitude,flightLegs-departureInformation-airport-location-longitude,flightLegs-departureInformation-airport-places-departurePositionTerminal-boardingTerminal,flightLegs-departureInformation-airport-places-departurePositionTerminal-gateNumber,flightLegs-departureInformation-times-actual,flightLegs-departureInformation-times-actualTakeOffTime,flightLegs-departureInformation-times-latestPublished,flightLegs-departureInformation-times-scheduled,flightLegs-irregularity-delayDuration,flightLegs-irregularity-delayInformation-delayReasonPublicLong,flightLegs-irregularity-delayInformation-delayReasonPublicShort,flightLegs-irregularity-delayReason,flightLegs-scheduledFlightDuration,flightLegs-serviceType,flightNumber,flightStatusPublic,flightLegs-status,flightLegs-arrivalInformation-airport-places-arrivalPositionTerminal,flightLegs-irregularity-delayDuration-total
6900d1f6070ea0be29d31d84,20250518+TO+7832,TO,TRANSAVIA FRANCE,TO,73H,E,PT,PORTUGAL,OPO,41.1678,-8.6667,2025-05-18T20:04:00.000+01:00,2025-05-18T19:56:00.000+01:00,2025-05-18T20:04:00.000+01:00,2025-05-18T20:04:00.000+01:00,2025-05-18T20:00:00.000+01:00,E,FR,FRANCE,LYS,45.7256,5.0817,1B,,,,2025-05-18T18:45:00.000+02:00,2025-05-18T18:45:00.000+02:00,,,,,PT2H15M,J,7832,ARRIVED,S,,
6900d1f6070ea0be29d31d85,20250521+TO+7832,TO,TRANSAVIA FRANCE,TO,73H,E,PT,PORTUGAL,OPO,41.1678,-8.6667,2025-05-21T12:48:00.000+01:00,2025-05-21T12:41:00.000+01:00,2025-05-21T12:48:00.000+01:00,2025-05-21T12:48:00.000+01:00,2025-05-21T12:55:00.000+01:00,E,FR,FRANCE,LYS,45.7256,5.0817,1B,,,,2025-05-21T11:40:00.000+02:00,2025-05-21T11:40:00.000+02:00,,,,,PT2H15M,J,7832,ARRIVED,S,,
6900d1f6070ea0be29d31d86,20250523+TO+7832,TO,TRANSAVIA FRANCE,TO,73H,E,PT,PORTUGAL,OPO,41.1678,-8.6667,2025-05-23T13:20:00.000+01:00,2025-05-23T13:14:00.000+01:00,2025-05-23T13:20:00.000+01:00,2025-05-23T13:20:00.000+01:00,2025-05-23T13:35:00.000+01:00,E,FR,FRANCE,LYS,45.7256,5.0817,1B,,,,2025-05-23T12:20:00.000+02:00,2025-05-23T12:20:00.000+02:00,,,,,PT2H15M,J,7832,ARRIVED,S,,
6900d1f6070ea0be29d31d87,20250525+TO+7832,TO,TRANSAVIA FRANCE,TO,73H,E,PT,PORTUGAL,OPO,41.1678,-8.6667,2025-05-25T19:56:00.000+01:00,2025-05-25T19:47:00.000+01:00,2025-05-25T19:56:00.000+01:00,2025-05-25T19:56:00.000+01:00,2025-05-25T20:00:00.000+01:00,E,FR,FRANCE,LYS,45.7256,5.0817,1B,,,,2025-05-25T18:45:00.000+02:00,2025-05-25T18:45:00.000+02:00,,,,,PT2H15M,J,7832,ARRIVED,S,,
6900d1f6070ea0be29d31d88,20250528+TO+7832,TO,TRANSAVIA FRANCE,TO,73H,E,PT,PORTUGAL,OPO,41.1678,-8.6667,2025-05-28T12:45:00.000+01:00,2025-05-28T12:35:00.000+01:00,2025-05-28T12:45:00.000+01:00,2025-05-28T12:45:00.000+01:00,2025-05-28T12:55:00.000+01:00,E,FR,FRANCE,LYS,45.7256,5.0817,1B,,,,2025-05-28T11:40:00.000+02:00,2025-05-28T11:40:00.000+02:00,,,,,PT2H15M,J,7832,ARRIVED,S,,
6900d1f6070ea0be29d31d89,20250530+TO+7832,TO,TRANSAVIA FRANCE,TO,73H,E,PT,PORTUGAL,OPO,41.1678,-8.6667,,,2025-05-30T13:35:00.000+01:00,2025-05-30T13:35:00.000+01:00,2025-05-30T13:35:00.000+01:00,E,FR,FRANCE,LYS,45.7256,5.0817,1B,,,,2025-05-30T12:20:00.000+02:00,2025-05-30T12:20:00.000+02:00,,,,,PT2H15M,J,7832,ARRIVED,S,,
6900d1f6070ea0be29d31d8a,20250601+TO+7832,TO,TRANSAVIA FRANCE,TO,73H,E,PT,PORTUGAL,OPO,41.1678,-8.6667,,,2025-06-01T20:00:00.000+01:00,2025-06-01T20:00:00.000+01:00,2025-06-01T20:00:00.000+01:00,E,FR,FRANCE,LYS,45.7256,5.0817,1B,,,,2025-06-01T18:45:00.000+02:00,2025-06-01T18:45:00.000+02:00,,,,,PT2H15M,J,7832,CANCELLED,C,,
6900d1f6070ea0be29d31d8b,20250602+TO+7832,TO,TRANSAVIA FRANCE,TO,73H,E,PT,PORTUGAL,OPO,41.1678,-8.6667,2025-06-02T19:06:00.000+01:00,2025-06-02T18:59:00.000+01:00,2025-06-02T19:06:00.000+01:00,2025-06-02T19:06:00.000+01:00,2025-06-02T19:05:00.000+01:00,E,FR,FRANCE,LYS,45.7256,5.0817,1B,,,,2025-06-02T17:50:00.000+02:00,2025-06-02T17:50:00.000+02:00,,,,,PT2H15M,J,7832,ARRIVED,S,,
6900d1f6070ea0be29d31d8c,20250604+TO+7832,TO,TRANSAVIA FRANCE,TO,73H,E,PT,PORTUGAL,OPO,41.1678,-8.6667,2025-06-04T13:49:00.000+01:00,2025-06-04T13:36:00.000+01:00,2025-06-04T13:49:00.000+01:00,2025-06-04T13:49:00.000+01:00,2025-06-04T12:55:00.000+01:00,E,FR,FRANCE,LYS,45.7256,5.0817,1B,,,,2025-06-04T11:40:00.000+02:00,2025-06-04T11:40:00.000+02:00,,,,,PT2H15M,J,7832,ARRIVED,S,,
6900d1f6070ea0be29d31d8d,20250606+TO+7832,TO,TRANSAVIA FRANCE,TO,73H,E,PT,PORTUGAL,OPO,41.1678,-8.6667,2025-06-06T16:18:00.000+01:00,2025-06-06T16:11:00.000+01:00,2025-06-06T16:18:00.000+01:00,2025-06-06T16:18:00.000+01:00,2025-06-06T13:35:00.000+01:00,E,FR,FRANCE,LYS,45.7256,5.0817,1B,,,,2025-06-06T12:20:00.000+02:00,2025-06-06T12:20:00.000+02:00,,,,,PT2H15M,J,7832,ARRIVED,S,,
6900d1f6070ea0be29d31d8e,20250609+TO+7832,TO,TRANSAVIA FRANCE,TO,73H,E,PT,PORTUGAL,OPO,41.1678,-8.6667,2025-06-09T19:03:00.000+01:00,2025-06-09T18:53:00.000+01:00,2025-06-09T19:03:00.000+01:00,2025-06-09T19:03:00.000+01:00,2025-06-09T19:05:00.000+01:00,E,FR,FRANCE,LYS,45.7256,5.0817,1B,,,,2025-06-09T17:50:00.000+02:00,2025-06-09T17:50:00.000+02:00,,,,,PT2H15M,J,7832,ARRIVED,S,,
6900d1f6070ea0be29d31d8f,20250611+TO+7832,TO,TRANSAVIA FRANCE,TO,73H,E,PT,PORTUGAL,OPO,41.1678,-8.6667,2025-06-11T12:44:00.000+01:00,2025-06-11T12:38:00.000+01:00,2025-06-11T12:44:00.000+01:00,2025-06-11T12:44:00.000+01:00,2025-06-11T12:55:00.000+01:00,E,FR,FRANCE,LYS,45.7256,5.0817,1B,,,,2025-06-11T11:40:00.000+02:00,2025-06-11T11:40:00.000+02:00,,,,,PT2H15M,J,7832,ARRIVED,S,,
6900d1f6070ea0be29d31d90,20250613+TO+7832,TO,TRANSAVIA FRANCE,TO,73H,E,PT,PORTUGAL,OPO,41.1678,-8.6667,2025-06-13T13:26:00.000+01:00,2025-06-13T13:22:00.000+01:00,2025-06-13T13:26:00.000+01:00,2025-06-13T13:26:00.000+01:00,2025-06-13T13:35:00.000+01:00,E,FR,FRANCE,LYS,45.7256,5.0817,1B,,,,2025-06-13T12:20:00.000+02:00,2025-06-13T12:20:00.000+02:00,,,,,PT2H15M,J,7832,ARRIVED,S,,
6900d1f6070ea0be29d31d91,20250616+TO+7832,TO,TRANSAVIA FRANCE,TO,73H,E,PT,PORTUGAL,OPO,41.1678,-8.6667,2025-06-16T18:57:00.000+01:00,2025-06-16T18:50:00.000+01:00,2025-06-16T18:57:00.000+01:00,2025-06-16T18:57:00.000+01:00,2025-06-16T19:05:00.000+01:00,E,FR,FRANCE,LYS,45.7256,5.0817,1B,,,,2025-06-16T17:50:00.000+02:00,2025-06-16T17:50:00.000+02:00,,,,,PT2H15M,J,7832,ARRIVED,S,,
6900d1f6070ea0be29d31d92,20250618+TO+7832,TO,TRANSAVIA FRANCE,TO,73H,E,PT,PORTUGAL,OPO,41.1678,-8.6667,2025-06-18T13:05:00.000+01:00,2025-06-18T13:02:00.000+01:00,2025-06-18T13:05:00.000+01:00,2025-06-18T13:05:00.000+01:00,2025-06-18T12:55:00.000+01:00,E,FR,FRANCE,LYS,45.7256,5.0817,1B,,,,2025-06-18T11:40:00.000+02:00,2025-06-18T11:40:00.000+02:00,,,,,PT2H15M,J,7832,ARRIVED,S,,
6900d1f6070ea0be29d31d93,20250620+TO+7832,TO,TRANSAVIA FRANCE,TO,73H,E,PT,PORTUGAL,OPO,41.1678,-8.6667,2025-06-20T14:14:00.000+01:00,2025-06-20T14:06:00.000+01:00,2025-06-20T14:14:00.000+01:00,2025-06-20T14:14:00.000+01:00,2025-06-20T13:35:00.000+01:00,E,FR,FRANCE,LYS,45.7256,5.0817,1B,,,,2025-06-20T12:20:00.000+02:00,2025-06-20T12:20:00.000+02:00,,,,,PT2H15M,J,7832,ARRIVED,S,,
6900d1f6070ea0be29d31d94,20250623+TO+7832,TO,TRANSAVIA FRANCE,TO,73H,E,PT,PORTUGAL,OPO,41.1678,-8.6667,2025-06-23T18:59:00.000+01:00,2025-06-23T18:52:00.000+01:00,2025-06-23T18:59:00.000+01:00,2025-06-23T18:59:00.000+01:00,2025-06-23T19:05:00.000+01:00,E,FR,FRANCE,LYS,45.7256,5.0817,1B,,,,2025-06-23T17:50:00.000+02:00,2025-06-23T17:50:00.000+02:00,,,,,PT2H15M,J,7832,ARRIVED,S,,
6900d1f6070ea0be29d31d95,20250625+TO+7832,TO,TRANSAVIA FRANCE,TO,73H,E,PT,PORTUGAL,OPO,41.1678,-8.6667,2025-06-25T13:11:00.000+01:00,2025-06-25T13:07:00.000+01:00,2025-06-25T13:11:00.000+01:00,2025-06-25T13:11:00.000+01:00,2025-06-25T12:55:00.000+01:00,E,FR,FRANCE,LYS,45.7256,5.0817,1B,,,,2025-06-25T11:40:00.000+02:00,2025-06-25T11:40:00.000+02:00,,,,,PT2H15M,J,7832,ARRIVED,S,,
6900d1f6070ea0be29d31d96,20250627+TO+7832,TO,TRANSAVIA FRANCE,TO,73H,E,PT,PORTUGAL,OPO,41.1678,-8.6667,2025-06-27T13:25:00.000+01:00,2025-06-27T13:19:00.000+01:00,2025-06-27T13:25:00.000+01:00,2025-06-27T13:25:00.000+01:00,2025-06-27T13:35:00.000+01:00,E,FR,FRANCE,LYS,45.7256,5.0817,1B,,,,2025-06-27T12:20:00.000+02:00,2025-06-27T12:20:00.000+02:00,,,,,PT2H15M,J,7832,ARRIVED,S,,
6900d1f6070ea0be29d31d97,20250630+TO+7832,TO,TRANSAVIA FRANCE,TO,73H,E,PT,PORTUGAL,OPO,41.1678,-8.6667,,,2025-06-30T19:05:00.000+01:00,2025-06-30T19:05:00.000+01:00,2025-06-30T19:05:00.000+01:00,E,FR,FRANCE,LYS,45.7256,5.0817,1B,,,,2025-06-30T17:50:00.000+02:00,2025-06-30T17:50:00.000+02:00,,,,,PT2H15M,J,7832,ARRIVED,S,,
6900d1f6070ea0be29d31d98,20250702+TO+7832,TO,TRANSAVIA FRANCE,TO,73H,E,PT,PORTUGAL,OPO,41.1678,-8.6667,2025-07-02T12:45:00.000+01:00,2025-07-02T12:37:00.000+01:00,2025-07-02T12:45:00.000+01:00,2025-07-02T12:45:00.000+01:00,2025-07-02T12:55:00.000+01:00,E,FR,FRANCE,LYS,45.7256,5.0817,1B,,,,2025-07-02T11:40:00.000+02:00,2025-07-02T11:40:00.000+02:00,,,,,PT2H15M,J,7832,ARRIVED,S,,
6900d1f6070ea0be29d31d99,20250704+TO+7832,TO,TRANSAVIA FRANCE,TO,73H,E,PT,PORTUGAL,OPO,41.1678,-8.6667,2025-07-04T15:09:00.000+01:00,2025-07-04T15:02:00.000+01:00,2025-07-04T15:09:00.000+01:00,2025-07-04T15:09:00.000+01:00,2025-07-04T13:35:00.000+01:00,E,FR,FRANCE,LYS,45.7256,5.0817,1B,,,,2025-07-04T12:20:00.000+02:00,2025-07-04T12:20:00.000+02:00,,,,,PT2H15M,J,7832,ARRIVED,S,,
6900d1f6070ea0be29d31d9a,20250706+TO+7832,TO,TRANSAVIA FRANCE,TO,73H,E,PT,PORTUGAL,OPO,41.1678,-8.6667,2025-07-06T19:58:00.000+01:00,2025-07-06T19:51:00.000+01:00,2025-07-06T19:58:00.000+01:00,2025-07-06T19:58:00.000+01:00,2025-07-06T20:00:00.000+01:00,E,FR,FRANCE,LYS,45.7256,5.0817,1B,,,,2025-07-06T18:45:00.000+02:00,2025-07-06T18:45:00.000+02:00,,,,,PT2H15M,J,7832,ARRIVED,S,,
6900d1f6070ea0be29d31d9b,20250707+TO+7832,TO,TRANSAVIA FRANCE,TO,73H,E,PT,PORTUGAL,OPO,41.1678,-8.6667,2025-07-07T19:11:00.000+01:00,2025-07-07T19:05:00.000+01:00,2025-07-07T19:11:00.000+01:00,2025-07-07T19:11:00.000+01:00,2025-07-07T19:05:00.000+01:00,E,FR,FRANCE,LYS,45.7256,5.0817,1B,,,,2025-07-07T17:50:00.000+02:00,2025-07-07T17:50:00.000+02:00,,,,,PT2H15M,J,7832,ARRIVED,S,,
6900d1f6070ea0be29d31d9c,20250711+TO+7832,TO,TRANSAVIA FRANCE,TO,73H,E,PT,PORTUGAL,OPO,41.1678,-8.6667,2025-07-11T13:30:00.000+01:00,2025-07-11T13:25:00.000+01:00,2025-07-11T13:30:00.000+01:00,2025-07-11T13:30:00.000+01:00,2025-07-11T13:35:00.000+01:00,E,FR,FRANCE,LYS,45.7256,5.0817,1B,,,,2025-07-11T12:20:00.000+02:00,2025-07-11T12:20:00.000+02:00,,,,,PT2H15M,J,7832,ARRIVED,S,,
6900d1f6070ea0be29d31d9d,20250713+TO+7832,TO,TRANSAVIA FRANCE,TO,73H,E,PT,PORTUGAL,OPO,41.1678,-8.6667,2025-07-13T19:53:00.000+01:00,2025-07-13T19:46:00.000+01:00,2025-07-13T19:53:00.000+01:00,2025-07-13T19:53:00.000+01:00,2025-07-13T20:00:00.000+01:00,E,FR,FRANCE,LYS,45.7256,5.0817,1B,,,,2025-07-13T18:45:00.000+02:00,2025-07-13T18:45:00.000+02:00,,,,,PT2H15M,J,7832,ARRIVED,S,,
6900d1f6070ea0be29d31d9e,20250714+TO+7832,TO,TRANSAVIA FRANCE,TO,73H,E,PT,PORTUGAL,OPO,41.1678,-8.6667,2025-07-14T19:09:00.000+01:00,2025-07-14T18:59:00.000+01:00,2025-07-14T19:09:00.000+01:00,2025-07-14T19:09:00.000+01:00,2025-07-14T19:05:00.000+01:00,E,FR,FRANCE,LYS,45.7256,5.0817,1B,,,,2025-07-14T17:50:00.000+02:00,2025-07-14T17:50:00.000+02:00,,,,,PT2H15M,J,7832,ARRIVED,S,,
6900d1f6070ea0be29d31d9f,20250718+TO+7832,TO,TRANSAVIA FRANCE,TO,73H,E,PT,PORTUGAL,OPO,41.1678,-8.6667,2025-07-18T13:38:00.000+01:00,2025-07-18T13:27:00.000+01:00,2025-07-18T13:38:00.000+01:00,2025-07-18T13:38:00.000+01:00,2025-07-18T13:35:00.000+01:00,E,FR,FRANCE,LYS,45.7256,5.0817,1B,,,,2025-07-18T12:20:00.000+02:00,2025-07-18T12:20:00.000+02:00,,,,,PT2H15M,J,7832,ARRIVED,S,,
6900d1f6070ea0be29d31da0,20250720+TO+7832,TO,TRANSAVIA FRANCE,TO,73H,E,PT,PORTUGAL,OPO,41.1678,-8.6667,2025-07-20T20:12:00.000+01:00,2025-07-20T20:06:00.000+01:00,2025-07-20T20:12:00.000+01:00,2025-07-20T20:12:00.000+01:00,2025-07-20T20:00:00.000+01:00,E,FR,FRANCE,LYS,45.7256,5.0817,1B,,,,2025-07-20T18:45:00.000+02:00,2025-07-20T18:45:00.000+02:00,,,,,PT2H15M,J,7832,ARRIVED,S,,
6900d1f6070ea0be29d31da1,20250721+TO+7832,TO,TRANSAVIA FRANCE,TO,73H,E,PT,PORTUGAL,OPO,41.1678,-8.6667,2025-07-21T19:33:00.000+01:00,2025-07-21T19:27:00.000+01:00,2025-07-21T19:33:00.000+01:00,2025-07-21T19:33:00.000+01:00,2025-07-21T19:05:00.000+01:00,E,FR,FRANCE,LYS,45.7256,5.0817,1B,,,,2025-07-21T17:50:00.000+02:00,2025-07-21T17:50:00.000+02:00,,,,,PT2H15M,J,7832,ARRIVED,S,,
6900d1f6070ea0be29d31da2,20250725+TO+7832,TO,TRANSAVIA FRANCE,TO,73H,E,PT,PORTUGAL,OPO,41.1678,-8.6667,2025-07-25T14:36:00.000+01:00,2025-07-25T14:28:00.000+01:00,2025-07-25T14:36:00.000+01:00,2025-07-25T14:36:00.000+01:00,2025-07-25T13:35:00.000+01:00,E,FR,FRANCE,LYS,45.7256,5.0817,1B,,,,2025-07-25T12:20:00.000+02:00,2025-07-25T12:20:00.000+02:00,,,,,PT2H15M,J,7832,ARRIVED,S,,
6900d1f6070ea0be29d31da3,20250727+TO+7832,TO,TRANSAVIA FRANCE,TO,73H,E,PT,PORTUGAL,OPO,41.1678,-8.6667,2025-07-27T19:51:00.000+01:00,2025-07-27T19:42:00.000+01:00,2025-07-27T19:51:00.000+01:00,2025-07-27T19:51:00.000+01:00,2025-07-27T20:00:00.000+01:00,E,FR,FRANCE,LYS,45.7256,5.0817,1B,,,,2025-07-27T18:45:00.000+02:00,2025-07-27T18:45:00.000+02:00,,,,,PT2H15M,J,7832,ARRIVED,S,,
6900d1f6070ea0be29d31da4,20250728+TO+7832,TO,TRANSAVIA FRANCE,TO,73H,E,PT,PORTUGAL,OPO,41.1678,-8.6667,2025-07-28T19:19:00.000+01:00,2025-07-28T19:13:00.000+01:00,2025-07-28T19:19:00.000+01:00,2025-07-28T19:19:00.000+01:00,2025-07-28T19:05:00.000+01:00,E,FR,FRANCE,LYS,45.7256,5.0817,1B,,,,2025-07-28T17:50:00.000+02:00,2025-07-28T17:50:00.000+02:00,,,,,PT2H15M,J,7832,ARRIVED,S,,
6900d1f6070ea0be29d31da5,20250801+TO+7832,TO,TRANSAVIA FRANCE,TO,73H,E,PT,PORTUGAL,OPO,41.1678,-8.6667,2025-08-01T13:50:00.000+01:00,2025-08-01T13:44:00.000+01:00,2025-08-01T13:50:00.000+01:00,2025-08-01T13:50:00.000+01:00,2025-08-01T13:35:00.000+01:00,E,FR,FRANCE,LYS,45.7256,5.0817,1B,,,,2025-08-01T12:20:00.000+02:00,2025-08-01T12:20:00.000+02:00,,,,,PT2H15M,J,7832,ARRIVED,S,,
6900d1f6070ea0be29d31da6,20250803+TO+7832,TO,TRANSAVIA FRANCE,TO,73H,E,PT,PORTUGAL,OPO,41.1678,-8.6667,2025-08-03T19:37:00.000+01:00,2025-08-03T19:31:00.000+01:00,2025-08-03T19:37:00.000+01:00,2025-08-03T19:37:00.000+01:00,2025-08-03T20:00:00.000+01:00,E,FR,FRANCE,LYS,45.7256,5.0817,1B,,,,2025-08-03T18:45:00.000+02:00,2025-08-03T18:45:00.000+02:00,,,,,PT2H15M,J,7832,ARRIVED,S,,
6900d1f6070ea0be29d31da7,20250804+TO+7832,TO,TRANSAVIA FRANCE,TO,73H,E,PT,PORTUGAL,OPO,41.1678,-8.6667,2025-08-04T19:27:00.000+01:00,2025-08-04T19:18:00.000+01:00,2025-08-04T19:27:00.000+01:00,2025-08-04T19:27:00.000+01:00,2025-08-04T19:05:00.000+01:00,E,FR,FRANCE,LYS,45.7256,5.0817,1B,,,,2025-08-04T17:50:00.000+02:00,2025-08-04T17:50:00.000+02:00,,,,,PT2H15M,J,7832,ARRIVED,S,,
6900d1f6070ea0be29d31da8,20250808+TO+7832,TO,TRANSAVIA FRANCE,TO,73H,E,PT,PORTUGAL,OPO,41.1678,-8.6667,2025-08-08T13:56:00.000+01:00,2025-08-08T13:50:00.000+01:00,2025-08-08T13:56:00.000+01:00,2025-08-08T13:56:00.000+01:00,2025-08-08T13:35:00.000+01:00,E,FR,FRANCE,LYS,45.7256,5.0817,1B,,,,2025-08-08T12:20:00.000+02:00,2025-08-08T12:20:00.000+02:00,,,,,PT2H15M,J,7832,ARRIVED,S,,
6900d1f6070ea0be29d31da9,20250810+TO+7832,TO,TRANSAVIA FRANCE,TO,73H,E,PT,PORTUGAL,OPO,41.1678,-8.6667,2025-08-10T19:49:00.000+01:00,2025-08-10T19:40:00.000+01:00,2025-08-10T19:49:00.000+01:00,2025-08-10T19:49:00.000+01:00,2025-08-10T20:00:00.000+01:00,E,FR,FRANCE,LYS,45.7256,5.0817,1B,,,,2025-08-10T18:45:00.000+02:00,2025-08-10T18:45:00.000+02:00,,,,,PT2H15M,J,7832,ARRIVED,S,,
6900d1f6070ea0be29d31daa,20250811+TO+7832,TO,TRANSAVIA FRANCE,TO,73H,E,PT,PORTUGAL,OPO,41.1678,-8.6667,2025-08-11T18:59:00.000+01:00,2025-08-11T18:54:00.000+01:00,2025-08-11T18:59:00.000+01:00,2025-08-11T18:59:00.000+01:00,2025-08-11T19:05:00.000+01:00,E,FR,FRANCE,LYS,45.7256,5.0817,1B,,,,2025-08-11T17:50:00.000+02:00,2025-08-11T17:50:00.000+02:00,,,,,PT2H15M,J,7832,ARRIVED,S,,
6900d1f6070ea0be29d31dab,20250815+TO+7832,TO,TRANSAVIA FRANCE,TO,73H,E,PT,PORTUGAL,OPO,41.1678,-8.6667,2025-08-15T13:59:00.000+01:00,2025-08-15T13:56:00.000+01:00,2025-08-15T13:59:00.000+01:00,2025-08-15T13:59:00.000+01:00,2025-08-15T13:35:00.000+01:00,E,FR,FRANCE,LYS,45.7256,5.0817,1B,,,,2025-08-15T12:20:00.000+02:00,2025-08-15T12:20:00.000+02:00,,,,,PT2H15M,J,7832,ARRIVED,S,,
6900d1f6070ea0be29d31dac,20250817+TO+7832,TO,TRANSAVIA FRANCE,TO,73H,E,PT,PORTUGAL,OPO,41.1678,-8.6667,2025-08-17T20:09:00.000+01:00,2025-08-17T19:52:00.000+01:00,2025-08-17T20:09:00.000+01:00,2025-08-17T20:09:00.000+01:00,2025-08-17T20:00:00.000+01:00,E,FR,FRANCE,LYS,45.7256,5.0817,1B,,,,2025-08-17T18:45:00.000+02:00,2025-08-17T18:45:00.000+02:00,,,,,PT2H15M,J,7832,ARRIVED,S,,
6900d1f6070ea0be29d31dad,20250818+TO+7832,TO,TRANSAVIA FRANCE,TO,73H,E,PT,PORTUGAL,OPO,41.1678,-8.6667,2025-08-18T19:18:00.000+01:00,2025-08-18T19:09:00.000+01:00,2025-08-18T19:18:00.000+01:00,2025-08-18T19:18:00.000+01:00,2025-08-18T19:05:00.000+01:00,E,FR,FRANCE,LYS,45.7256,5.0817,1B,,,,2025-08-18T17:50:00.000+02:00,2025-08-18T17:50:00.000+02:00,,,,,PT2H15M,J,7832,ARRIVED,S,,
6900d1f6070ea0be29d31dae,20250822+TO+7832,TO,TRANSAVIA FRANCE,TO,73H,E,PT,PORTUGAL,OPO,41.1678,-8.6667,2025-08-22T13:28:00.000+01:00,2025-08-22T13:16:00.000+01:00,2025-08-22T13:28:00.000+01:00,2025-08-22T13:28:00.000+01:00,2025-08-22T13:35:00.000+01:00,E,FR,FRANCE,LYS,45.7256,5.0817,1B,,,,2025-08-22T12:20:00.000+02:00,2025-08-22T12:20:00.000+02:00,,,,,PT2H15M,J,7832,ARRIVED,S,,
6900d1f6070ea0be29d31daf,20250824+TO+7832,TO,TRANSAVIA FRANCE,TO,73H,E,PT,PORTUGAL,OPO,41.1678,-8.6667,2025-08-24T19:40:00.000+01:00,2025-08-24T19:34:00.000+01:00,2025-08-24T19:40:00.000+01:00,2025-08-24T19:40:00.000+01:00,2025-08-24T20:00:00.000+01:00,E,FR,FRANCE,LYS,45.7256,5.0817,1B,,,,2025-08-24T18:45:00.000+02:00,2025-08-24T18:45:00.000+02:00,,,,,PT2H15M,J,7832,ARRIVED,S,,
6900d1f6070ea0be29d31db0,20250825+TO+7832,TO,TRANSAVIA FRANCE,TO,73H,E,PT,PORTUGAL,OPO,41.1678,-8.6667,2025-08-25T18:51:00.000+01:00,2025-08-25T18:43:00.000+01:00,2025-08-25T18:51:00.000+01:00,2025-08-25T18:51:00.000+01:00,2025-08-25T19:05:00.000+01:00,E,FR,FRANCE,LYS,45.7256,5.0817,1B,,,,2025-08-25T17:50:00.000+02:00,2025-08-25T17:50:00.000+02:00,,,,,PT2H15M,J,7832,ARRIVED,S,,
6900d1f6070ea0be29d31db1,20250829+TO+7832,TO,TRANSAVIA FRANCE,TO,73H,E,PT,PORTUGAL,OPO,41.1678,-8.6667,2025-08-29T13:58:00.000+01:00,2025-08-29T13:48:00.000+01:00,2025-08-29T13:58:00.000+01:00,2025-08-29T13:58:00.000+01:00,2025-08-29T13:35:00.000+01:00,E,FR,FRANCE,LYS,45.7256,5.0817,1B,,,,2025-08-29T12:20:00.000+02:00,2025-08-29T12:20:00.000+02:00,,,,,PT2H15M,J,7832,ARRIVED,S,,
6900d1f6070ea0be29d31db2,20250831+TO+7832,TO,TRANSAVIA FRANCE,TO,73H,E,PT,PORTUGAL,OPO,41.1678,-8.6667,2025-08-31T20:40:00.000+01:00,2025-08-31T20:32:00.000+01:00,2025-08-31T20:40:00.000+01:00,2025-08-31T20:40:00.000+01:00,2025-08-31T20:00:00.000+01:00,E,FR,FRANCE,LYS,45.7256,5.0817,1B,,,,2025-08-31T18:45:00.000+02:00,2025-08-31T18:45:00.000+02:00,,,,,PT2H15M,J,7832,ARRIVED,S,,
6900d1f6070ea0be29d31db3,20250901+TO+7832,TO,TRANSAVIA FRANCE,TO,73H,E,PT,PORTUGAL,OPO,41.1678,-8.6667,2025-09-01T19:34:00.000+01:00,2025-09-01T19:24:00.000+01:00,2025-09-01T19:34:00.000+01:00,2025-09-01T19:34:00.000+01:00,2025-09-01T19:05:00.000+01:00,E,FR,FRANCE,LYS,45.7256,5.0817,1B,,,,2025-09-01T17:50:00.000+02:00,2025-09-01T17:50:00.000+02:00,,,,,PT2H15M,J,7832,ARRIVED,S,,
6900d1f6070ea0be29d31db4,20250905+TO+7832,TO,TRANSAVIA FRANCE,TO,73H,E,PT,PORTUGAL,OPO,41.1678,-8.6667,2025-09-05T13:26:00.000+01:00,2025-09-05T13:18:00.000+01:00,2025-09-05T13:26:00.000+01:00,2025-09-05T13:26:00.000+01:00,2025-09-05T13:35:00.000+01:00,E,FR,FRANCE,LYS,45.7256,5.0817,1B,,,,2025-09-05T12:20:00.000+02:00,2025-09-05T12:20:00.000+02:00,,,,,PT2H15M,J,7832,ARRIVED,S,,
